feature_id,product_id,feature_name,feature_description,feature_tier,feature_value_weight
F00805,P0205,Anomaly Scoring (AI Access Security),Core capability providing anomaly scoring within AI Access Security — Premium.,Core,3
F00806,P0205,Incident Timeline (AI Access Security),Adjacent capability providing incident timeline within AI Access Security — Premium.,Adjacent,1
F00807,P0205,Automation (AI Access Security),Core capability providing automation within AI Access Security — Premium.,Core,3
F00808,P0205,Anomaly Scoring (AI Access Security),Adjacent capability providing anomaly scoring within AI Access Security — Premium.,Adjacent,1
F00809,P0206,Posture Assessment (Cortex XSOAR),Core capability providing posture assessment within Cortex XSOAR — Essentials.,Core,3
F00810,P0206,Traffic Inspection (Cortex XSOAR),Differentiator capability providing traffic inspection within Cortex XSOAR — Essentials.,Differentiator,2
F00811,P0206,Alert Triage (Cortex XSOAR),Adjacent capability providing alert triage within Cortex XSOAR — Essentials.,Adjacent,1
F00812,P0206,Inline Analysis (Cortex XSOAR),Core capability providing inline analysis within Cortex XSOAR — Essentials.,Core,3
F00813,P0207,Inline Analysis (Advanced WildFire),Core capability providing inline analysis within Advanced WildFire — Premium.,Core,3
F00814,P0207,Anomaly Scoring (Advanced WildFire),Differentiator capability providing anomaly scoring within Advanced WildFire — Premium.,Differentiator,2
F00815,P0207,Data Classification (Advanced WildFire),Adjacent capability providing data classification within Advanced WildFire — Premium.,Adjacent,1
F00816,P0207,Policy (Advanced WildFire),Differentiator capability providing policy within Advanced WildFire — Premium.,Differentiator,2
F00817,P0207,Traffic Inspection (Advanced WildFire),Adjacent capability providing traffic inspection within Advanced WildFire — Premium.,Adjacent,1
F00818,P0208,Traffic Inspection (Exposure Management),Core capability providing traffic inspection within Exposure Management — Advanced.,Core,3
F00819,P0208,Automation (Exposure Management),Core capability providing automation within Exposure Management — Advanced.,Core,3
F00820,P0208,Anomaly Scoring (Exposure Management),Core capability providing anomaly scoring within Exposure Management — Advanced.,Core,3
F00821,P0208,Threat Hunting (Exposure Management),Adjacent capability providing threat hunting within Exposure Management — Advanced.,Adjacent,1
F00822,P0208,Data Classification (Exposure Management),Differentiator capability providing data classification within Exposure Management — Advanced.,Differentiator,2
F00823,P0209,Identity Correlation (Cortex XSIAM),Core capability providing identity correlation within Cortex XSIAM — Premium.,Core,3
F00824,P0209,Inline Analysis (Cortex XSIAM),Differentiator capability providing inline analysis within Cortex XSIAM — Premium.,Differentiator,2
F00825,P0209,Posture Assessment (Cortex XSIAM),Adjacent capability providing posture assessment within Cortex XSIAM — Premium.,Adjacent,1
F00826,P0210,Threat Hunting (Prisma SD-WAN),Core capability providing threat hunting within Prisma SD-WAN — Advanced.,Core,3
F00827,P0210,Reporting (Prisma SD-WAN),Differentiator capability providing reporting within Prisma SD-WAN — Advanced.,Differentiator,2
F00828,P0210,Posture Assessment (Prisma SD-WAN),Adjacent capability providing posture assessment within Prisma SD-WAN — Advanced.,Adjacent,1
F00829,P0211,Traffic Inspection (Cortex XDR),Core capability providing traffic inspection within Cortex XDR — Essentials.,Core,3
F00830,P0211,Playbook Orchestration (Cortex XDR),Adjacent capability providing playbook orchestration within Cortex XDR — Essentials.,Adjacent,1
F00831,P0211,Traffic Inspection (Cortex XDR),Adjacent capability providing traffic inspection within Cortex XDR — Essentials.,Adjacent,1
F00832,P0211,Automation (Cortex XDR),Adjacent capability providing automation within Cortex XDR — Essentials.,Adjacent,1
F00833,P0211,Anomaly Scoring (Cortex XDR),Adjacent capability providing anomaly scoring within Cortex XDR — Essentials.,Adjacent,1
F00834,P0212,Segmentation (Advanced Threat Prevention),Core capability providing segmentation within Advanced Threat Prevention — Premium.,Core,3
F00835,P0212,Data Classification (Advanced Threat Prevention),Core capability providing data classification within Advanced Threat Prevention — Premium.,Core,3
F00836,P0212,Inline Analysis (Advanced Threat Prevention),Core capability providing inline analysis within Advanced Threat Prevention — Premium.,Core,3
F00837,P0212,Alert Triage (Advanced Threat Prevention),Adjacent capability providing alert triage within Advanced Threat Prevention — Premium.,Adjacent,1
F00838,P0212,Reporting (Advanced Threat Prevention),Differentiator capability providing reporting within Advanced Threat Prevention — Premium.,Differentiator,2
F00839,P0213,Playbook Orchestration (IoT Security),Core capability providing playbook orchestration within IoT Security — Advanced.,Core,3
F00840,P0213,Segmentation (IoT Security),Adjacent capability providing segmentation within IoT Security — Advanced.,Adjacent,1
F00841,P0213,Incident Timeline (IoT Security),Adjacent capability providing incident timeline within IoT Security — Advanced.,Adjacent,1
F00842,P0213,Anomaly Scoring (IoT Security),Differentiator capability providing anomaly scoring within IoT Security — Advanced.,Differentiator,2
F00843,P0214,Risk Scoring (Autonomous DEM),Core capability providing risk scoring within Autonomous DEM — Premium.,Core,3
F00844,P0214,Posture Assessment (Autonomous DEM),Adjacent capability providing posture assessment within Autonomous DEM — Premium.,Adjacent,1
F00845,P0214,Policy (Autonomous DEM),Adjacent capability providing policy within Autonomous DEM — Premium.,Adjacent,1
F00846,P0214,Segmentation (Autonomous DEM),Differentiator capability providing segmentation within Autonomous DEM — Premium.,Differentiator,2
F00847,P0214,Alert Triage (Autonomous DEM),Differentiator capability providing alert triage within Autonomous DEM — Premium.,Differentiator,2
F00848,P0215,Log Retention (IoT Security),Core capability providing log retention within IoT Security — Advanced.,Core,3
F00849,P0215,Data Classification (IoT Security),Adjacent capability providing data classification within IoT Security — Advanced.,Adjacent,1
F00850,P0215,Inline Analysis (IoT Security),Adjacent capability providing inline analysis within IoT Security — Advanced.,Adjacent,1
F00851,P0216,Anomaly Scoring (Prisma Browser),Core capability providing anomaly scoring within Prisma Browser — Advanced.,Core,3
F00852,P0216,Compliance Mapping (Prisma Browser),Adjacent capability providing compliance mapping within Prisma Browser — Advanced.,Adjacent,1
F00853,P0216,Traffic Inspection (Prisma Browser),Adjacent capability providing traffic inspection within Prisma Browser — Advanced.,Adjacent,1
F00854,P0216,Reporting (Prisma Browser),Differentiator capability providing reporting within Prisma Browser — Advanced.,Differentiator,2
F00855,P0216,Posture Assessment (Prisma Browser),Differentiator capability providing posture assessment within Prisma Browser — Advanced.,Differentiator,2
F00856,P0217,Traffic Inspection (Advanced WildFire),Core capability providing traffic inspection within Advanced WildFire — Advanced.,Core,3
F00857,P0217,Threat Hunting (Advanced WildFire),Adjacent capability providing threat hunting within Advanced WildFire — Advanced.,Adjacent,1
F00858,P0217,Log Retention (Advanced WildFire),Adjacent capability providing log retention within Advanced WildFire — Advanced.,Adjacent,1
F00859,P0217,Automation (Advanced WildFire),Adjacent capability providing automation within Advanced WildFire — Advanced.,Adjacent,1
F00860,P0217,Automation (Advanced WildFire),Core capability providing automation within Advanced WildFire — Advanced.,Core,3
F00861,P0218,Rule Optimisation (IoT Security),Core capability providing rule optimisation within IoT Security — Essentials.,Core,3
F00862,P0218,Rule Optimisation (IoT Security),Adjacent capability providing rule optimisation within IoT Security — Essentials.,Adjacent,1
F00863,P0218,Sandboxing (IoT Security),Adjacent capability providing sandboxing within IoT Security — Essentials.,Adjacent,1
F00864,P0219,Traffic Inspection (SaaS Security),Core capability providing traffic inspection within SaaS Security — Premium.,Core,3
F00865,P0219,Compliance Mapping (SaaS Security),Differentiator capability providing compliance mapping within SaaS Security — Premium.,Differentiator,2
F00866,P0219,Inline Analysis (SaaS Security),Core capability providing inline analysis within SaaS Security — Premium.,Core,3
F00867,P0219,Data Classification (SaaS Security),Differentiator capability providing data classification within SaaS Security — Premium.,Differentiator,2
F00868,P0219,Sandboxing (SaaS Security),Adjacent capability providing sandboxing within SaaS Security — Premium.,Adjacent,1
F00869,P0220,Anomaly Scoring (Exposure Management),Core capability providing anomaly scoring within Exposure Management — Essentials.,Core,3
F00870,P0220,Inline Analysis (Exposure Management),Adjacent capability providing inline analysis within Exposure Management — Essentials.,Adjacent,1
F00871,P0220,Playbook Orchestration (Exposure Management),Adjacent capability providing playbook orchestration within Exposure Management — Essentials.,Adjacent,1
F00872,P0221,Incident Timeline (Prisma SD-WAN),Core capability providing incident timeline within Prisma SD-WAN — Essentials.,Core,3
F00873,P0221,Posture Assessment (Prisma SD-WAN),Differentiator capability providing posture assessment within Prisma SD-WAN — Essentials.,Differentiator,2
F00874,P0221,Identity Correlation (Prisma SD-WAN),Differentiator capability providing identity correlation within Prisma SD-WAN — Essentials.,Differentiator,2
F00875,P0221,Inline Analysis (Prisma SD-WAN),Differentiator capability providing inline analysis within Prisma SD-WAN — Essentials.,Differentiator,2
F00876,P0221,Playbook Orchestration (Prisma SD-WAN),Adjacent capability providing playbook orchestration within Prisma SD-WAN — Essentials.,Adjacent,1
F00877,P0222,Inline Analysis (Exposure Management),Core capability providing inline analysis within Exposure Management — Essentials.,Core,3
F00878,P0222,Compliance Mapping (Exposure Management),Differentiator capability providing compliance mapping within Exposure Management — Essentials.,Differentiator,2
F00879,P0222,Data Classification (Exposure Management),Adjacent capability providing data classification within Exposure Management — Essentials.,Adjacent,1
F00880,P0223,Automation (Advanced Threat Prevention),Core capability providing automation within Advanced Threat Prevention — Premium.,Core,3
F00881,P0223,Log Retention (Advanced Threat Prevention),Differentiator capability providing log retention within Advanced Threat Prevention — Premium.,Differentiator,2
F00882,P0223,Data Classification (Advanced Threat Prevention),Differentiator capability providing data classification within Advanced Threat Prevention — Premium.,Differentiator,2
